Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage (GENUS)	Taxonomic lineage IDs
A0A1I1ANZ5	A0A1I1ANZ5_9CLOT	unreviewed	Translational regulator CsrA	csrA SAMN04488528_104217	Clostridium frigidicarnis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, Clostridium frigidicarnis	Clostridium	84698
A0A510ISB0	A0A510ISB0_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA_3 csrA GL2_03010	Microbulbifer sp. GL-2	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Microbulbiferaceae, Microbulbifer, unclassified Microbulbifer, Microbulbifer sp. GL-2	Microbulbifer	2591606
A0A1U7CP06	A0A1U7CP06_9BACT	unreviewed	Translational regulator CsrA	csrA BSF38_02157	Paludisphaera borealis	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Paludisphaera, Paludisphaera borealis	Paludisphaera	1387353
L0DLG5	L0DLG5_SINAD	unreviewed	Translational regulator CsrA	csrA Sinac_5351	Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Singulisphaera, Singulisphaera acidiphila, Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)	Singulisphaera	886293
A0A1H4EJ38	A0A1H4EJ38_9FIRM	unreviewed	Translational regulator CsrA	csrA SAMN05216349_1378	Oribacterium sp. KHPX15	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Oribacterium, unclassified Oribacterium, Oribacterium sp. KHPX15	Oribacterium	1855342
A4J787	A4J787_DESRM	unreviewed	Translational regulator CsrA	csrA Dred_2430	Desulfotomaculum reducens (strain MI-1)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Peptococcaceae, Desulfotomaculum, Desulfotomaculum reducens, Desulfotomaculum reducens (strain MI-1)	Desulfotomaculum	349161
G9EQC9	G9EQC9_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA LDG_7476	Legionella drancourtii LLAP12	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella drancourtii, Legionella drancourtii LLAP12	Legionella	658187
A0A1V2M5A5	A0A1V2M5A5_9FIRM	unreviewed	Translational regulator CsrA	csrA AN641_10235	Epulopiscium sp. SCG-C07WGA-EpuloA2	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Epulopiscium, unclassified Epulopiscium, Epulopiscium sp. SCG-C07WGA-EpuloA2	Epulopiscium	1712378
A9IE54	CSRA_BORPD	reviewed	Translational regulator CsrA	csrA Bpet1351	Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)	cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella, Bordetella petrii, Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448)	Bordetella	340100
D5X0C6	D5X0C6_THIK1	unreviewed	Translational regulator CsrA	csrA Tint_1182	Thiomonas intermedia (strain K12) (Thiobacillus intermedius)	cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiales genera incertae sedis, Thiomonas, Thiomonas intermedia (Thiobacillus intermedius), Thiomonas intermedia (strain K12) (Thiobacillus intermedius)	Thiomonas	75379
A0A369T695	A0A369T695_9PROT	unreviewed	Translational regulator CsrA	csrA DRB17_16035	Ferruginivarius sediminum	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae (purple nonsulfur bacteria), Ferruginivarius, Ferruginivarius sediminum	Ferruginivarius	2661937
A0A1W1YIE5	A0A1W1YIE5_9FIRM	unreviewed	Translational regulator CsrA	csrA SAMN02745168_0418	Papillibacter cinnamivorans DSM 12816	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Papillibacter, Papillibacter cinnamivorans, Papillibacter cinnamivorans DSM 12816	Papillibacter	1122930
A0A2S6R0N1	A0A2S6R0N1_9PROT	unreviewed	Translational regulator CsrA	csrA CFH39_02227	Alphaproteobacteria bacterium MarineAlpha10_Bin2	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, unclassified Alphaproteobacteria, Alphaproteobacteria bacterium MarineAlpha10_Bin2		2013104
A0A6N7ERN2	A0A6N7ERN2_9MICO	unreviewed	Translational regulator CsrA	csrA GB881_19530	Georgenia subflava	cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinomycetia (high G+C Gram-positive bacteria), Micrococcales, Bogoriellaceae, Georgenia, Georgenia subflava	Georgenia	1622177
A0A1I3EIV9	A0A1I3EIV9_9PLAN	unreviewed	Translational regulator CsrA	csrA SAMN05421753_104238	Planctomicrobium piriforme	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomicrobium, Planctomicrobium piriforme	Planctomicrobium	1576369
C0QA34	CSRA_DESAH	reviewed	Translational regulator CsrA	csrA HRM2_36940	Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	Desulfobacterium	177437
A0A518DVP0	A0A518DVP0_9BACT	unreviewed	Translational regulator CsrA	csrA_2 csrA Pla8534_37200	Lignipirellula cremea	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Lignipirellula, Lignipirellula cremea	Lignipirellula	2528010
A0A329ZW99	A0A329ZW99_9HELI	unreviewed	Translational regulator CsrA	csrA CCZ01_03305	Helicobacter sp. 15-1451	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, unclassified Helicobacter, Helicobacter sp. 15-1451	Helicobacter	2004995
A0A1I3CE30	A0A1I3CE30_9PLAN	unreviewed	Translational regulator CsrA	csrA SAMN05421753_102238	Planctomicrobium piriforme	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomicrobium, Planctomicrobium piriforme	Planctomicrobium	1576369
A0A1V3NUR5	A0A1V3NUR5_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA B1C78_00280	Thioalkalivibrio denitrificans	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae (purple sulfur bacteria), Thioalkalivibrio, Thioalkalivibrio denitrificans	Thioalkalivibrio	108003
A0A3R8IWD8	A0A3R8IWD8_9BACT	unreviewed	Translational regulator CsrA	csrA Ga0100231_007350	Opitutaceae bacterium TAV4	cellular organisms, Bacteria, PVC group, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, unclassified Opitutaceae, Opitutaceae bacterium TAV4		278959
A0A1T4XAN6	A0A1T4XAN6_9CLOT	unreviewed	Translational regulator CsrA	csrA SAMN05443428_10752	Caloramator quimbayensis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Caloramator, Caloramator quimbayensis	Caloramator	1147123
A0A4U8SH37	A0A4U8SH37_9HELI	unreviewed	Translational regulator CsrA	csrA LS69_008745	Helicobacter sp. MIT 05-5294	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, unclassified Helicobacter, Helicobacter sp. MIT 05-5294	Helicobacter	1548150
W0REF9	W0REF9_9BACT	unreviewed	Translational regulator CsrA	csrA J421_0221	Gemmatirosa kalamazoonesis	cellular organisms, Bacteria, FCB group, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatirosa, Gemmatirosa kalamazoonesis	Gemmatirosa	861299
A0A402AKN8	A0A402AKN8_9CHLR	unreviewed	Translational regulator CsrA	csrA KDK_34960	Dictyobacter kobayashii	cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Dictyobacteraceae, Dictyobacter, Dictyobacter kobayashii	Dictyobacter	2014872
A0A238D8D7	A0A238D8D7_THIDL	unreviewed	Translational regulator CsrA	csrA THIARS_80023	Thiomonas delicata (Thiomonas cuprina)	cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiales genera incertae sedis, Thiomonas, Thiomonas delicata (Thiomonas cuprina)	Thiomonas	364030
A0A432MGY8	A0A432MGY8_9BACT	unreviewed	Translational regulator CsrA	csrA TsocGM_16900	Tautonia sociabilis	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Tautonia, Tautonia sociabilis	Tautonia	2080755
Q7MS14	CSRA_WOLSU	reviewed	Translational regulator CsrA	csrA WS0879	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella, Wolinella succinogenes, Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	Wolinella	273121
A0A545UIU6	A0A545UIU6_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA FLL46_00495	Aliikangiella coralliicola	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Pleioneaceae, Aliikangiella, Aliikangiella coralliicola	Aliikangiella	2592383
A0A2H5YV53	A0A2H5YV53_9BACT	unreviewed	Translational regulator CsrA	csrA HRbin26_02247	bacterium HR26	cellular organisms, Bacteria, unclassified Bacteria, bacterium HR26		2035421
A0A142X564	A0A142X564_9PLAN	unreviewed	Translational regulator CsrA	csrA VT03_29750	Planctomyces sp. SH-PL14	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, unclassified Planctomyces, Planctomyces sp. SH-PL14	Planctomyces	1632864
A0A518B3I5	A0A518B3I5_9BACT	unreviewed	Translational regulator CsrA	csrA_4 csrA Pan216_24200	Planctomycetes bacterium Pan216	cellular organisms, Bacteria, PVC group, Planctomycetes, unclassified Planctomycetes, Planctomycetes bacterium Pan216		2527975
A0A099L7L8	A0A099L7L8_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA ND16A_0932	Thalassotalea sp. ND16A	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Thalassotalea, unclassified Thalassotalea, Thalassotalea sp. ND16A	Thalassotalea	1535422
B5Y7C4	B5Y7C4_COPPD	unreviewed	Translational regulator CsrA	csrA COPRO5265_0304	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	cellular organisms, Bacteria, Coprothermobacterota, Coprothermobacteria, Coprothermobacterales, Coprothermobacteraceae, Coprothermobacter, Coprothermobacter proteolyticus, Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	Coprothermobacter	309798
A0A517XWA5	A0A517XWA5_9BACT	unreviewed	Translational regulator CsrA	csrA_2 csrA ETAA1_37270	Urbifossiella limnaea	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Urbifossiella, Urbifossiella limnaea	Urbifossiella	2528023
A0A401ZFH1	A0A401ZFH1_9CHLR	unreviewed	Translational regulator CsrA	csrA KDAU_29690	Dictyobacter aurantiacus	cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Dictyobacteraceae, Dictyobacter, Dictyobacter aurantiacus	Dictyobacter	1936993
A0A1R0ITG9	A0A1R0ITG9_SULTH	unreviewed	Translational regulator CsrA	csrA C7B47_04295	Sulfobacillus thermosulfidooxidans	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Eubacteriales incertae sedis, Clostridiales Family XVII. Incertae Sedis, Sulfobacillus, Sulfobacillus thermosulfidooxidans	Sulfobacillus	28034
A0A329ZCL1	A0A329ZCL1_9HELI	unreviewed	Translational regulator CsrA	csrA CCY99_06745	Helicobacter sp. 16-1353	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, unclassified Helicobacter, Helicobacter sp. 16-1353	Helicobacter	2004996
D6YV24	D6YV24_WADCW	unreviewed	Translational regulator CsrA	csrA wcw_0617	Waddlia chondrophila (strain ATCC VR-1470 / WSU 86-1044)	cellular organisms, Bacteria, PVC group, Chlamydiae, Chlamydiia, Parachlamydiales, Waddliaceae, Waddlia, Waddlia chondrophila, Waddlia chondrophila (strain ATCC VR-1470 / WSU 86-1044)	Waddlia	716544
A0A5E7Q275	A0A5E7Q275_PSEFL	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA1_4 csrA PS861_05496	Pseudomonas fluorescens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas fluorescens group (fluorescent pseudomonads), Pseudomonas fluorescens	Pseudomonas	294
G7WIU7	G7WIU7_DESOD	unreviewed	Translational regulator CsrA	csrA Desor_4239	Desulfosporosinus orientis (strain ATCC 19365 / DSM 765 / NCIMB 8382 / VKM B-1628 / Singapore I) (Desulfotomaculum orientis)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus orientis, Desulfosporosinus orientis (strain ATCC 19365 / DSM 765 / NCIMB 8382 / VKM B-1628 / Singapore I) (Desulfotomaculum orientis)	Desulfosporosinus	768706
A0A2S5EJG4	A0A2S5EJG4_9BACT	unreviewed	Translational regulator CsrA	csrA AA81_02790	Petrotoga halophila DSM 16923	cellular organisms, Bacteria, Thermotogae, Thermotogae, Petrotogales, Petrotogaceae, Petrotoga, Petrotoga halophila, Petrotoga halophila DSM 16923	Petrotoga	1122953
P0DPD4	CSRA_CAMJ8	reviewed	Translational regulator CsrA	csrA C8J_1044	Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, Campylobacter jejuni, Campylobacter jejuni subsp. jejuni, Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)	Campylobacter	407148
A0A2K8L6U2	A0A2K8L6U2_9PROT	unreviewed	Translational regulator CsrA	csrA Ga0123462_2118	Mariprofundus ferrinatatus	cellular organisms, Bacteria, Proteobacteria, Zetaproteobacteria, Mariprofundales, Mariprofundaceae, Mariprofundus, Mariprofundus ferrinatatus	Mariprofundus	1921087
A0A2U1G6K9	A0A2U1G6K9_9PSED		Deleted.					
I4MXV2	I4MXV2_9PSED	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA PMM47T1_24149	Pseudomonas sp. M47T1	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, unclassified Pseudomonas, Pseudomonas sp. M47T1	Pseudomonas	1179778
A0A517X2H5	A0A517X2H5_9PLAN	unreviewed	Translational regulator CsrA	csrA V144x_46020 V202x_51370	Gimesia aquarii	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Gimesia, Gimesia aquarii	Gimesia	2527964
A0A432MKK3	A0A432MKK3_9BACT	unreviewed	Translational regulator CsrA	csrA TsocGM_09525	Tautonia sociabilis	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Tautonia, Tautonia sociabilis	Tautonia	2080755
N1ZAB2	N1ZAB2_9CLOT	unreviewed	Translational regulator CsrA	csrA C820_01235	Clostridium sp. MD294	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, unclassified Clostridium, Clostridium sp. MD294	Clostridium	97138
F0SU36	F0SU36_SYNGF	unreviewed	Translational regulator CsrA	csrA Sgly_1094	Syntrophobotulus glycolicus (strain DSM 8271 / FlGlyR)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Peptococcaceae, Syntrophobotulus, Syntrophobotulus glycolicus, Syntrophobotulus glycolicus (strain DSM 8271 / FlGlyR)	Syntrophobotulus	645991
E6U6H2	E6U6H2_ETHHY	unreviewed	Translational regulator CsrA	csrA Ethha_2549	Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Ethanoligenens, Ethanoligenens harbinense, Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)	Ethanoligenens	663278
A0A0Q9LWY3	A0A0Q9LWY3_9BACL	unreviewed	Translational regulator CsrA	csrA ASL11_29135	Paenibacillus sp. Soil750	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, unclassified Paenibacillus, Paenibacillus sp. Soil750	Paenibacillus	1736398
A0A2N5Y4L5	A0A2N5Y4L5_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA CWI75_07940	Kineobactrum sediminis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Halieaceae, Kineobactrum, Kineobactrum sediminis	Kineobactrum	1905677
A0A1G7P8Z3	A0A1G7P8Z3_9GAMM		Deleted.					
A0A0C1MYK0	A0A0C1MYK0_9RICK	unreviewed	Translational regulator CsrA	csrA_2 csrA NF27_EY00620	Candidatus Jidaibacter acanthamoeba	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Candidatus Midichloriaceae, Candidatus Jidaibacter, Candidatus Jidaibacter acanthamoeba	Candidatus Jidaibacter	86105
A0A0W0X239	A0A0W0X239_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA_1 csrA Lnau_0516	Legionella nautarum	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella nautarum	Legionella	45070
A0A2P6MHB2	A0A2P6MHB2_9BACI	unreviewed	Translational regulator CsrA	csrA C6I21_09040	Alkalicoccus urumqiensis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Alkalicoccus, Alkalicoccus urumqiensis	Alkalicoccus	1548213
A0A371IK80	A0A371IK80_9FIRM	unreviewed	Translational regulator CsrA	csrA BBG48_007750	Criibacterium bergeronii	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Peptostreptococcaceae, Criibacterium, Criibacterium bergeronii	Criibacterium	1871336
A0A518GWW3	A0A518GWW3_9BACT	unreviewed	Translational regulator CsrA	csrA ElP_09320	Tautonia plasticadhaerens	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Tautonia, Tautonia plasticadhaerens	Tautonia	2527974
H2J5V2	H2J5V2_MARPK	unreviewed	Translational regulator CsrA	csrA Marpi_1790	Marinitoga piezophila (strain DSM 14283 / JCM 11233 / KA3)	cellular organisms, Bacteria, Thermotogae, Thermotogae, Petrotogales, Petrotogaceae, Marinitoga, Marinitoga piezophila, Marinitoga piezophila (strain DSM 14283 / JCM 11233 / KA3)	Marinitoga	443254
A0A1C2INY4	A0A1C2INY4_ACITH	unreviewed	Translational regulator CsrA	csrA A6M23_00770 A6P07_03685	Acidithiobacillus thiooxidans (Thiobacillus thiooxidans)	cellular organisms, Bacteria, Proteobacteria, Acidithiobacillia, Acidithiobacillales, Acidithiobacillaceae, Acidithiobacillus, Acidithiobacillus thiooxidans (Thiobacillus thiooxidans)	Acidithiobacillus	930
D5SXW6	D5SXW6_PLAL2	unreviewed	Translational regulator CsrA	csrA Plim_1973	Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290) (Planctomyces limnophilus)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctopirus, Planctopirus limnophila (Planctomyces limnophilus), Planctopirus limnophila (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290) (Planctomyces limnophilus)	Planctopirus	521674
A6C3S9	A6C3S9_9PLAN	unreviewed	Translational regulator CsrA	csrA PM8797T_10724	Gimesia maris DSM 8797	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Gimesia, Gimesia maris, Gimesia maris DSM 8797	Gimesia	344747
A0A1C7GTR7	A0A1C7GTR7_9FIRM	unreviewed	Translational regulator CsrA	csrA A4V00_14845	Hungateiclostridiaceae bacterium KB18	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, unclassified Oscillospiraceae, Hungateiclostridiaceae bacterium KB18		1834198
A0A0N0LS23	A0A0N0LS23_9HELI	unreviewed	Translational regulator CsrA	csrA A7X13_05230 HPU229334_03330 NCTC13154_01021 NCTC13156_00610	Helicobacter pullorum	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter pullorum	Helicobacter	35818
A0A087MAN2	A0A087MAN2_9PROT	unreviewed	Translational regulator CsrA	csrA JU57_08455	Sulfurospirillum sp. SCADC	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, unclassified Sulfurospirillum, Sulfurospirillum sp. SCADC	Sulfurospirillum	1537915
A0A372DLD5	A0A372DLD5_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA D0Y53_07960	Lysobacter sp. WF-2	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, unclassified Lysobacter, Lysobacter sp. WF-2	Lysobacter	2303539
A0A517QML3	A0A517QML3_9PLAN	unreviewed	Translational regulator CsrA	csrA Mal48_21110	Thalassoglobus polymorphus	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Thalassoglobus, Thalassoglobus polymorphus	Thalassoglobus	2527994
A0A173ZCF6	A0A173ZCF6_FLAPL	unreviewed	Translational regulator CsrA	csrA A4U99_03055 B5F52_01705 ERS852411_00410 ERS852504_02581 GKE90_19220 GKE97_25430 GXM20_18370	Flavonifractor plautii (Fusobacterium plautii)	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Flavonifractor, Flavonifractor plautii (Fusobacterium plautii)	Flavonifractor	292800
A0A6G5QIN2	A0A6G5QIN2_9PROT	unreviewed	Translational regulator CsrA	csrA CMUC_1733	Campylobacter mucosalis CCUG 21559	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, Campylobacter mucosalis, Campylobacter mucosalis CCUG 21559	Campylobacter	1032067
L0DVR7	L0DVR7_THIND	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA [C] csrA TVNIR_1458	Thioalkalivibrio nitratireducens (strain DSM 14787 / UNIQEM 213 / ALEN2)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae (purple sulfur bacteria), Thioalkalivibrio, Thioalkalivibrio nitratireducens, Thioalkalivibrio nitratireducens (strain DSM 14787 / UNIQEM 213 / ALEN2)	Thioalkalivibrio	1255043
A0A1P8WJE9	A0A1P8WJE9_9PLAN	unreviewed	Translational regulator CsrA	csrA Fuma_03797	Fuerstia marisgermanicae	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Fuerstia, Fuerstia marisgermanicae	Fuerstia	1891926
A0A401ZQR6	A0A401ZQR6_9CHLR	unreviewed	Translational regulator CsrA	csrA KDAU_65440	Dictyobacter aurantiacus	cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Dictyobacteraceae, Dictyobacter, Dictyobacter aurantiacus	Dictyobacter	1936993
A0A1Y0G023	A0A1Y0G023_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA CBR65_17405	Cellvibrio sp. PSBB006	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Cellvibrio, unclassified Cellvibrio, Cellvibrio sp. PSBB006	Cellvibrio	1987723
A0A142WV33	A0A142WV33_9PLAN	unreviewed	Translational regulator CsrA	csrA_2 csrA VT03_11830	Planctomyces sp. SH-PL14	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, unclassified Planctomyces, Planctomyces sp. SH-PL14	Planctomyces	1632864
A0A3D4XBK6	A0A3D4XBK6_9FIRM	unreviewed	Translational regulator CsrA	csrA DF613_13910	Lachnospiraceae bacterium	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, unclassified Lachnospiraceae, Lachnospiraceae bacterium		1898203
A6C2Z8	A6C2Z8_9PLAN	unreviewed	Uncharacterized protein	PM8797T_09814	Gimesia maris DSM 8797	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Gimesia, Gimesia maris, Gimesia maris DSM 8797	Gimesia	344747
G9WNR2	G9WNR2_9FIRM	unreviewed	Translational regulator CsrA	csrA HMPREF9625_00995	Oribacterium parvum ACB1	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Oribacterium, Oribacterium parvum, Oribacterium parvum ACB1	Oribacterium	796943
P0DKY7	CSRA_PECCC	reviewed	Translational regulator CsrA (Carbon storage regulator) (Repressor RsmA)	csrA rsmA	Pectobacterium carotovorum subsp. carotovorum (Erwinia carotovora subsp. carotovora)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium, Pectobacterium carotovorum (Erwinia carotovora), Pectobacterium carotovorum subsp. carotovorum (Erwinia carotovora subsp. carotovora)	Pectobacterium	555
A0A0W0XS21	A0A0W0XS21_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA Lqui_2361	Legionella quinlivanii	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella quinlivanii	Legionella	45073
